h_tract,jobs_2011,jobs_2023,change,pct_change
48029120402,0.0,4.0,4.0,
48029120504,0.0,4.0,4.0,
48099010300,0.0,4.0,4.0,
48157672907,0.0,4.0,4.0,
48027021905,0.0,4.0,4.0,
48329010128,0.0,4.0,4.0,
48331950700,0.0,4.0,4.0,
48337950300,0.0,4.0,4.0,
48451000300,0.0,4.0,4.0,
48451000801,0.0,4.0,4.0,
48489950400,0.0,4.0,4.0,
48373210106,0.0,4.0,4.0,
48439114112,0.0,4.0,4.0,
48053960401,0.0,4.0,4.0,
48339690408,0.0,4.0,4.0,
48339692101,0.0,4.0,4.0,
48055960103,0.0,4.0,4.0,
48439114010,0.0,4.0,4.0,
48029181730,0.0,4.0,4.0,
48029181820,8.0,12.0,4.0,50.0
48029181705,0.0,4.0,4.0,
48113014123,0.0,4.0,4.0,
48029181712,0.0,4.0,4.0,
48215023530,0.0,4.0,4.0,
48113016623,0.0,4.0,4.0,
48219950600,0.0,4.0,4.0,
48029181901,4.0,8.0,4.0,100.0
48219950700,0.0,4.0,4.0,
48221160212,0.0,4.0,4.0,
48349970701,0.0,4.0,4.0,
48355002500,0.0,4.0,4.0,
48355003202,0.0,4.0,4.0,
48363000900,0.0,4.0,4.0,
48027022200,0.0,4.0,4.0,
48027022300,0.0,4.0,4.0,
48027022405,3.0,7.0,4.0,133.33333333333331
48201554807,0.0,4.0,4.0,
48201555503,0.0,4.0,4.0,
48113017400,0.0,4.0,4.0,
48209010912,0.0,4.0,4.0,
48213950604,0.0,4.0,4.0,
48205950200,3.0,7.0,4.0,133.33333333333331
48207950400,0.0,4.0,4.0,
48201453604,0.0,4.0,4.0,
48201454504,0.0,4.0,4.0,
48121020120,0.0,4.0,4.0,
48113020500,0.0,4.0,4.0,
48453045700,0.0,4.0,4.0,
48491020338,0.0,4.0,4.0,
48027020204,0.0,4.0,4.0,
